fecha,GEO_1,GEO_2,Distancia_Km,Tiempo_A
2019020203189,"4.70068777,-74.0486803","4.7006946,-74.0282548",3.5869999999999997,0.5963888888888891
2019121026373,"4.76199302,-74.05602897","4.71429393,-74.05967771",7.996,0.925
2019050304404,"4.59909099,-74.09013757","4.60103861,-74.1830427",12.142000000000001,1.4936111111111101
2019012140782,"4.59919,-74.072329","4.7109886,-74.072092",17.158,0.706666666666667
2019110100122,"4.65511573,-74.15536225","4.62558867,-74.17001598",5.064,1.15138888888889
2019110716148,"4.6266301,-74.2048795","4.5945968,-74.1467554",9.395,1.37055555555556
2019051733415,"4.57549488,-74.094035","4.69135175,-74.10884217",16.586,1.19138888888889
2019040815981,"4.73441965,-74.0370015","4.71524362,-74.05351833",4.913,2.04555555555556
2019092040325,"4.65529235,-74.10904855","4.6882325,-74.0865366",6.392,0.3558333333333329
2019040817708,"4.60237130886938,-74.0688522532582","4.7352897,-74.0600834",20.932,1.88777777777778
2019012344694,"4.7827153,-74.0426112","4.7486113,-74.1020803",14.067,1.14777777777778
2019060406533,"4.6920269,-74.05798409","4.71535758,-74.05970924",5.827000000000001,2.43
2019020100669,"4.74604247,-74.05633396","4.66802555,-74.06675636",10.524000000000001,0.24055555555555605
2019070917587,"4.66744164,-74.11096479","4.6056454,-74.1253263",12.097000000000001,2.14694444444444
2019031528508,"4.69112099,-74.16555748","4.63256636,-74.10907414",9.986,0.888333333333333
2019101226638,"4.76521625,-74.05003595","4.70151269,-74.10042618",17.474,2.06666666666667
2019041427974,"4.66831,-74.06021","4.64872984,-74.07056955",5.857,0.618611111111111
2019061734134,"4.64926699,-74.13360015","4.65523393,-74.12911426",4.383,1.01
2019090202477,"4.64833391,-74.06033675","4.6563407,-74.1328584",12.479000000000001,0.566666666666667
2019080612310,"4.65684066,-74.07618399","4.69539377,-74.0541505",5.782,0.6488888888888891
2019062959217,"4.6241665,-74.14010415","4.59469086,-74.09521183",8.129,1.61527777777778
2019111840932,"4.67606467,-74.0840427","4.7403242,-74.0562612",10.306,0.40694444444444394
2019070305642,"4.6517593,-74.1258361","4.6861771,-74.0949982",6.647,1.3813888888888899
2019112044709,"4.6927762,-74.0325329","4.66678087,-74.07360424",7.721,1.2194444444444401
2019100510049,"4.74076669,-74.07047687","4.6109376,-74.0917191",17.442999999999998,1.70444444444444
2019061529211,"4.66292366,-74.13750738","4.7109886,-74.072092",13.062999999999999,1.36305555555556
2019072040638,"4.6859834,-74.073179","4.68365573,-74.06446497",1.256,0.763333333333333
2019102352143,"4.72162584,-74.04637503","4.7109886,-74.072092",5.122999999999999,1.66444444444444
2019090406827,"4.70810803,-74.04242127","4.71347335,-74.05120279",3.023,1.2888888888888899
2019102454433,"4.6921167,-74.1207538","4.71301175,-74.07285817",9.017999999999999,1.6738888888888899
2019121336511,"4.67201999,-74.04333642","4.68696787,-74.03322905",2.267,0.34888888888888897
2019060202769,"4.65178755,-74.07972109","4.7109886,-74.072092",8.975,0.23694444444444396
2019050303850,"4.67316039,-74.06650195","4.66483445,-74.06581818",2.208,0.487777777777778
2019091835924,"4.72839736,-74.04045414","4.65626568,-74.07506545",12.321,0.1075
2019013056865,"4.680836,-74.04604066","4.65358962,-74.07124033",5.8229999999999995,0.21305555555555605
2019041121617,"4.67554431,-74.09329172","4.61422503,-74.14542634",12.071,1.5108333333333301
2019110510276,"4.76589,-74.047271","4.7109886,-74.072092",9.312000000000001,2.21666666666667
2019041734987,"4.66982688,-74.05840076","4.62074815,-74.17800741",20.082,0.444722222222222
2019071121781,"4.5537642,-74.13946993","4.7109886,-74.072092",21.691,2.30472222222222
C2019011700130,"4.5761739,-74.15549679","4.64431507,-74.11824837",11.206,0.7186111111111109
2019120202525,"4.62944399,-74.11096045","4.61303967,-74.0930934",2.9989999999999997,1.22416666666667
2019081225206,"4.65852485,-74.0995979","4.7109886,-74.072092",9.63,1.1063888888888898
2019040100958,"4.68036881,-74.08495057","4.6562051,-74.0750368",4.01,1.22444444444444
2019092040413,"4.65313109,-74.07868684","4.65527994,-74.07446188",1.906,0.41
2019092143060,"4.60334481838006,-74.104051887989","4.686893,-74.074436",13.475,1.1738888888888899
2019012139931,"4.74541706,-74.07451303","4.6270417,-74.0729583",15.456,2.7236111111111097
2019041632179,"4.67379436,-74.08243266","4.7109886,-74.072092",5.644,0.40805555555555606
2019103169228,"4.73364308,-74.07934355","4.66844598,-74.06623824",10.017999999999999,1.23222222222222
2019021119930,"4.7463015,-74.0324102","4.6852252,-74.0972518",14.100999999999999,1.0225
2019091019023,"4.65909057,-74.07573538","4.6761353,-74.0833126",2.6460000000000004,0.6444444444444439
2019062754393,"4.56767809,-74.12636785","4.5887813,-74.1019728",5.17,0.9227777777777779
2019092449088,"4.62447296,-74.08507107","4.68610749,-74.1515399",13.213,0.508611111111111
2019021933912,"4.7343762,-74.0620697","4.651857,-74.076035",14.325999999999999,0.583333333333333
2019012546839,"4.72839899,-74.12062301","4.6521941,-74.1236088",13.219000000000001,1.00138888888889
2019082244513,"4.56867484,-74.10539345","4.63113,-74.148473",10.555,0.9683333333333329
2019092652459,"4.72378656,-74.03022544","4.65767653,-74.07269855",12.714,0.676666666666667
2019012853183,"4.60242932,-74.07630135","4.68465359,-74.15185619",16.54,1.95305555555556
2019011936200,"4.69623136,-74.08363221","4.7167496,-74.1175618",8.057,1.27666666666667
2019010916910,"4.64518356,-74.14326345","4.6427495,-74.13915146",0.66,0.5991666666666671
2019110613151,"4.7519677,-74.0641912","4.7153613,-74.063694",6.38,0.9288888888888891
2019072652059,"4.72768664,-74.05154449","4.72181694,-74.04666624",3.0469999999999997,0.226111111111111
2019060101508,"4.7344974,-74.0492426","4.7109886,-74.072092",5.1370000000000005,0.45722222222222203
2019031834111,"4.77452884,-74.04158779","4.80160985,-74.03837635",6.08,0.34222222222222204
2019102659564,"4.68004481,-74.09477294","4.6870576,-74.0757037",4.553,0.36888888888888893
2019053060725,"4.6437238,-74.07491459","4.6281122,-74.1095824",5.848,0.266666666666667
2019102148935,"4.659044,-74.1305566","4.69183091,-74.12079197",10.158,1.39833333333333
2019121333343,"4.6508139,-74.106377","4.6558104,-74.0714489",8.071,1.69055555555556
2019052041278,"4.67954897,-74.04877997","4.65910908,-74.0694286",6.002000000000001,0.701666666666667
2019012140002,"4.63139954,-74.06715671","4.60447052,-74.1250215",10.600999999999999,1.09277777777778
2019041121917,"4.72877153,-74.02981502","4.713343,-74.052209",5.332999999999999,0.597777777777778
2019052347649,"4.6256429,-74.1009484","4.6917455,-74.0951407",10.003,1.3941666666666699
2019061120367,"4.65146564,-74.10039512","4.7245858,-74.0503754",13.184000000000001,0.4983333333333329
2019040510003,"4.67979268,-74.10867669","4.58554612,-74.09010105",15.48,0.7552777777777779
2019121230095,"4.6589136,-74.1072685","4.7109886,-74.072092",9.606,0.6536111111111109
2019092142908,"4.65484681,-74.0498414","4.72012621,-74.05137146",9.305,0.693055555555556
2019061936964,"4.729839,-74.064141","4.7109886,-74.072092",2.417,0.4558333333333329
2019060202710,"4.65820087,-74.13287823","4.6338213,-74.12820889",6.489,1.15194444444444
2019061632360,"4.73081296,-74.02415542","4.7006946,-74.0282548",4.332,0.6875
2019071018952,"4.75274598,-74.06914217","4.74811845,-74.04758368",3.076,1.12944444444444
2019042242128,"4.73678144,-74.05977585","4.7109886,-74.072092",3.508,0.770833333333333
2019062040195,"4.67122282,-74.11090291","4.64579978,-74.11115401",4.5089999999999995,0.35944444444444396
2019090714434,"4.6597847,-74.0626538","4.70127792,-74.0648797",7.699,0.531944444444444
2019120202801,"4.65455691,-74.07614386","4.62341505,-74.10292618",6.82,0.42055555555555607
2019120510238,"4.56154241,-74.14865324","4.7109886,-74.072092",21.855999999999998,1.32972222222222
2019071121112,"4.61983779,-74.17916806","4.65865048,-74.13556642",6.945,1.79611111111111
2019040612433,"4.5967554,-74.15535133","4.64257086,-74.06632128",16.284000000000002,0.9452777777777779
2019061019055,"4.67223387,-74.09264065","4.65614233,-74.0665857",5.3389999999999995,1.1775
2019050815366,"4.7633287,-74.0421852","4.716503,-74.053318",6.122999999999999,1.3591666666666697
2019062855961,"4.75001018,-74.04800253","4.73699283,-74.02725014",4.379,1.23333333333333
2019072244211,"4.67776482,-74.06247164","4.68898012,-74.10813814",8.811,1.25972222222222
2019121127895,"4.6379314,-74.0738944","4.62113128,-74.07831319",3.2030000000000003,0.808333333333333
2019100715969,"4.6524854276219,-74.0758588537574","4.7337589,-74.0607005",14.408,2.21583333333333
2019080815605,"4.63019678,-74.09672418","4.60687855,-74.09787065",3.497,1.4791666666666698
2019082347181,"4.69279182,-74.09691191","4.6367971,-74.1151165",10.859000000000002,0.558333333333333
2019082653044,"4.67703605,-74.05256501","4.65599119,-74.06887439",4.525,2.18361111111111
2019102965358,"4.63771868,-74.11832555","4.68104709,-74.08724006",8.697000000000001,0.637222222222222
C2019033005106,"4.74529077,-74.04709448","4.7340943,-74.05454773",4.125,0.775
2019040714702,"4.7539116,-74.0458102","4.66162161,-74.06803832",14.561,1.13472222222222
2019092960574,"4.7617887,-74.0930799","4.7567371,-74.0965819",1.47,0.8425
2019110817452,"4.57995089,-74.12961024","4.61138148,-74.14031809",5.851,0.566111111111111
2019061223362,"4.6914755,-74.1204834","4.7109886,-74.072092",8.916,0.465
2019102454956,"4.68022503,-74.13722494","4.7109886,-74.072092",12.068,0.48861111111111105
2019032547773,"4.6927762,-74.0325329","4.64830867,-74.08422298",10.039,0.82
2019100919360,"4.58424417,-74.12647737","4.629597,-74.12203598",6.121,0.258333333333333
2019121949092,"4.6997032,-74.0784593","4.6942452,-74.0755185",0.9620000000000001,1.3733333333333302
2019091631181,"4.66321959912594,-74.0509957820177","4.7225852,-74.0541773",8.276,1.05777777777778
2019011834019,"4.67461482,-74.06427043","4.71899036,-74.05981281",6.747999999999999,1.0191666666666699
2019012954707,"4.694529,-74.068129","4.60324851,-74.10017041",12.375,0.9636111111111109
2019110510102,"4.61600977,-74.12812739","4.6808271,-74.06506176",12.885,2.36555555555556
2019022850783,"4.70141738,-74.04646643","4.7109886,-74.072092",3.764,1.1225
2019040100938,"4.64424173,-74.12678701","4.59067239,-74.15959609",9.195,2.04944444444444
2019092550048,"4.74766149,-74.05668971","4.59176546,-74.08812523",20.932,2.13416666666667
2019102454355,"4.58015143,-74.14049818","4.6964416,-74.09482947",16.509,0.389722222222222
2019121026754,"4.6161315,-74.0838827","4.576513,-74.109536",9.959,1.51472222222222
2019091224032,"4.686746,-74.074308","4.72677382,-74.06224298",5.897,0.49361111111111106
2019082958320,"4.68438463,-74.05382349","4.6301607,-74.1049827",9.213,0.134444444444444
C2019081001924,"4.72258338245906,-74.0268560366565","4.68379429,-74.06651891",10.154,0.558333333333333
2019073161232,"4.6003798377893,-74.1024928539991","4.7352897,-74.0600834",19.435,1.075
2019111840684,"4.67606467,-74.0840427","4.73996196,-74.05820011",10.149,0.45805555555555605
2019021628666,"4.6167748,-74.1402307","4.60871228,-74.14652283",1.401,2.3091666666666697
2019120923251,"4.71512527,-74.0564044","4.66016691,-74.06277805",7.153,1.4813888888888898
2019110714866,"4.67048087,-74.04284697","4.62437181,-74.09769912",11.899000000000001,1.78333333333333
2019102146728,"4.67424567,-74.09343876","4.66015474,-74.07465414",3.845,2.17027777777778
2019113066642,"4.69991750980555,-74.1153384182218","4.66887964,-74.0792724",7.152,1.6875
2019050714444,"4.72691518,-74.06478947","4.76547567,-74.04161635",6.422000000000001,0.657222222222222
2019090305460,"4.75557671511007,-74.0547445043921","4.7337589,-74.0607005",4.7860000000000005,0.6155555555555561
2019060405858,"4.58976497,-74.10865034","4.6427178,-74.1126467",7.457999999999999,1.84805555555556
2019092143530,"4.64220548,-74.16753075","4.5955007,-74.1109975",11.614,0.8552777777777779
2019050406350,"4.72645281,-74.04812158","4.71695298,-74.06524615",3.298,0.4416666666666671
2019101125965,"4.6929933,-74.1342795","4.66524603,-74.06346213",15.83,1.34972222222222
2019060101172,"4.6837264,-74.0800981","4.6558104,-74.0714489",5.01,0.5619444444444439
2019070304756,"4.69515078,-74.04197389","4.65152547,-74.07450902",8.4,0.39638888888888896
2019112657447,"4.70688743,-74.1198922","4.62559082,-74.1239917",12.366,1.30444444444444
2019092755111,"4.66926222,-74.07741165","4.668194,-74.07518847",0.7040000000000001,0.133611111111111
2019092449322,"4.5948213,-74.0701002","4.6399455,-74.1598143",13.89,0.9788888888888891
2019090201966,"4.652008,-74.0793151","4.8016158,-74.0384098",22.52,0.20277777777777803
2019110921306,"4.61460131,-74.0919191","4.64213275,-74.12868629",7.629,0.9572222222222221
2019122776253,"4.65529235,-74.10904855","4.72476598,-74.05391427",12.905,0.555277777777778
2019041224204,"4.67786956,-74.04786858","4.6821414,-74.06438161",3.877,0.9861111111111109
2019062550964,"4.6522895,-74.1017418","4.61985606,-74.12302123",6.025,1.8336111111111102
2019121333026,"4.6885106,-74.1302402","4.6669431,-74.1489048",3.6519999999999997,0.519722222222222
2019081530334,"4.65182911470566,-74.0763600915671","4.7337589,-74.0607005",14.133,0.567222222222222
C2019111602085,"4.74251,-74.09105","4.7109886,-74.072092",5.1979999999999995,1.5188888888888898
2019020101092,"4.70912920035589,-74.1249010339379","4.7094364,-74.1136847",2.3369999999999997,0.8355555555555559
2019110613557,"4.64774314,-74.07269967","4.7109886,-74.072092",10.312000000000001,0.47055555555555606
2019112657486,"4.64388988,-74.10778304","4.7109886,-74.072092",10.617,0.48944444444444396
2019090203464,"4.6053344,-74.0698076","4.58241983,-74.10268788",5.678,0.9988888888888892
2019121025845,"4.58795508,-74.15888825","4.6690918,-74.0658007",17.554000000000002,1.5736111111111102
2019112553368,"4.7614299,-74.0924398","4.628338,-74.109036",19.437,1.12444444444444
2019062549514,"4.68584462,-74.08094256","4.60627949,-74.12227859",11.232000000000001,0.9877777777777779
2019040508297,"4.4982951,-74.1426887","4.59424038,-74.12870029",16.999000000000002,1.48194444444444
2019112655597,"4.69623136,-74.08363221","4.6946667,-74.0742333",1.744,1.88805555555556
2019072653194,"4.6313292,-74.16828125","4.64159001,-74.15971785",2.021,0.578611111111111
2019111942131,"4.70561199,-74.05170393","4.71176835,-74.05410369",2.398,1.11972222222222
2019083163348,"4.65650713,-74.10716239","4.65628553,-74.07666449",6.676,1.03694444444444
2019071938274,"4.61268786,-74.17309828","4.60262096,-74.19493978",3.367,2.49805555555556
2019062244017,"4.74156735,-74.03602377","4.72181694,-74.04666624",3.154,0.64
2019061324961,"4.68355737,-74.08256222","4.71957422,-74.03998022",10.124,0.832777777777778
2019042446134,"4.59950313,-74.08697506","4.5634633,-74.1364389",8.185,0.930833333333333
2019112044319,"4.68725021,-74.05642346","4.59890476,-74.09777743",13.432,0.885
2019102862723,"4.5257089,-74.1266706","4.61468786,-74.08941558",16.111,0.382222222222222
2019061121033,"4.62102838,-74.13108772","4.6972009,-74.07725648",12.540999999999999,0.47555555555555606
2019120510489,"4.67232467,-74.10272681","4.68862749,-74.03875888",10.968,1.2813888888888898
2019050918260,"4.62322577,-74.1160354","4.56913363,-74.12267976",7.345,1.7011111111111101
2019080917623,"4.60549527,-74.10415513","4.62252,-74.0677106",7.135,0.8302777777777779
2019013056270,"4.61098475,-74.11562951","4.66042276,-74.07650839",10.027000000000001,0.7236111111111109
2019080508668,"4.6543944,-74.0728258","4.7411764,-74.0477745",11.5,0.900555555555556
2019071120612,"4.70027982,-74.09109241","4.6722902,-74.1142546",5.736000000000001,0.517777777777778
2019020509030,"4.69001966,-74.1076135","4.69480213,-74.07426172",5.343999999999999,0.9869444444444441
2019062244191,"4.61247082,-74.12015142","4.6921167,-74.1207538",13.689,1.1061111111111102
2019101737237,"4.67633450093838,-74.0713192149997","4.6942299,-74.073016",5.497999999999999,0.8802777777777779
2019121437365,"4.68696787,-74.03322905","4.7128399,-74.0291674",3.24,0.679166666666667
2019083165118,"4.6522106,-74.10950503","4.71622923,-74.03040269",14.672,1.21444444444444
2019053163272,"4.68344463,-74.05401968","4.65908919,-74.07651931",5.43,0.8730555555555559
2019040918243,"4.58897387,-74.11127507","4.59976904,-74.0867232",4.3469999999999995,0.45972222222222203
2019020509752,"4.67921348,-74.05227388","4.7305601,-74.0239237",7.646,1.64472222222222
2019050714509,"4.7068994,-74.0519893","4.74411906,-74.06431219",6.357,0.479722222222222
2019081021253,"4.7068994,-74.0519893","4.7367666,-74.06282289",5.145,0.315833333333333
2019092143816,"4.6004173,-74.0713913","4.7109886,-74.072092",16.974,1.68527777777778
2019071427390,"4.70505684,-74.11776109","4.7109886,-74.072092",8.407,1.04777777777778
2019082856264,"4.55511132,-74.13590002","4.5955542,-74.1583088",7.257999999999999,0.26222222222222197
2019012649497,"4.66579703,-74.05071699","4.66071501,-74.13754719",17.869,0.520277777777778
2019061426856,"4.7559814,-74.0663028","4.71890404,-74.05958305",5.273,0.914166666666667
2019021425217,"4.74239,-74.0748067","4.689302,-74.051298",11.279000000000002,0.326388888888889
2019030510650,"4.70762266,-74.0325804","4.73306784,-74.03274389",4.874,0.6894444444444441
2019013056132,"4.71776077,-74.1076063","4.64840915,-74.10761671",10.968,1.5475
2019111431197,"4.56824287,-74.09897771","4.7109886,-74.072092",21.226,0.390277777777778
2019080612043,"4.64821935,-74.08276203","4.70429066,-74.09337792",8.68,1.03861111111111
2019111533025,"4.64201042,-74.1011704","4.65518707,-74.0653696",7.961,1.09388888888889
2019121333067,"4.73524603,-74.05304302","4.71317551,-74.0532281",2.8289999999999997,1.45055555555556
2019042548354,"4.6927762,-74.0325329","4.7249894,-74.0557066",6.0760000000000005,2.395
2019020407002,"4.70099505,-74.02846714","4.6913661,-74.07934088",7.178999999999999,0.6011111111111109
2019061223649,"4.6825973,-74.0984112","4.7109886,-74.072092",5.641,0.9655555555555559
2019110510277,"4.7021911,-74.0273072","4.71850141,-74.05391925",4.6739999999999995,1.10666666666667
2019111839865,"4.64451998,-74.13715145","4.7433558,-74.0459038",18.304000000000002,1.49305555555556
2019102351214,"4.6822772,-74.0748072","4.7109886,-74.072092",5.415,1.2488888888888898
2019040919550,"4.6249344,-74.0894274","4.72014174,-74.06523017",15.217,1.39138888888889
C2019101301170,"4.70608547289134,-74.1145034506917","4.7337589,-74.0607005",9.888,0.8372222222222221
2019121642926,"4.66843947,-74.12765871","4.62497652,-74.20523318",13.793,2.3461111111111097
2019021628979,"4.62081386,-74.1124665","4.68330244,-74.0467735",14.584000000000001,0.9236111111111109
2019040305121,"4.63307444,-74.07805017","4.70162262,-74.099851",11.107000000000001,2.2272222222222204
2019121950161,"4.6400449,-74.1190665","4.65668252,-74.07698879",7.7379999999999995,1.96222222222222
2019110613467,"4.60935445,-74.07711003","4.55996605,-74.14276494",11.304,1.00777777777778
2019122055740,"4.68449,-74.065002","4.7489817,-74.0832496",8.514,0.7944444444444441
2019100919856,"4.68922091,-74.13109069","4.74433713,-74.04324834",18.19,1.8375
2019092857671,"4.68850941,-74.07431788","4.7109886,-74.072092",3.2689999999999997,0.592777777777778
C2019092806156,"4.6193013,-74.137078","4.60980893,-74.10708141",6.789,1.11666666666667
2019121744514,"4.72609876,-74.05266575","4.7082448,-74.0537588",2.479,2.5325
2019062652997,"4.68884674,-74.09297432","4.67394375,-74.10190885",2.7439999999999998,1.42527777777778
2019031426182,"4.65656865,-74.06582314","4.69450576,-74.07579567",6.3420000000000005,0.346666666666667
2019032649328,"4.6188842,-74.0609618","4.7109886,-74.072092",15.397,1.8558333333333301
2019080919676,"4.61842786284835,-74.0658049285412","4.5949023,-74.0719056",4.59,0.8111111111111109
2019111840125,"4.6868396,-74.0596505","4.72151816,-74.05527406",5.5889999999999995,0.40555555555555606
2019052959253,"4.67905054,-74.05196226","4.6868125,-74.0636381",3.373,0.5194444444444439
2019051529697,"4.66002726,-74.06427165","4.66706772,-74.06382343",1.032,0.646944444444444
2019012650422,"4.7918366,-74.0411326","4.66083212,-74.06761465",15.468,0.6847222222222221
2019122053821,"4.67261453,-74.08988354","4.63648785,-74.11676555",7.691,0.41138888888888897
2019100613987,"4.62124675,-74.14308255","4.6241041,-74.1410267",0.6779999999999999,0.211388888888889
2019102455035,"4.6464987,-74.1286863","4.6981482,-74.089068",7.989,1.25611111111111
2019020509455,"4.64071765,-74.09296577","4.60747015,-74.14198485",10.408,0.735555555555556
2019021628966,"4.6361221,-74.0651201","4.6827082,-74.0646049",7.5889999999999995,0.328888888888889
2019122982252,"4.70342133,-74.09499535","4.65829832,-74.06691987",7.176,0.37444444444444397
2019060101863,"4.61540679,-74.10308607","4.68804707,-74.0903964",11.583,0.37111111111111106
2019101124016,"4.6386141,-74.1478098","4.59306108,-74.09305811",10.744000000000002,0.196666666666667
2019012140791,"4.66307264,-74.07388517","4.71456966,-74.05562245",8.11,0.830833333333333
2019042446012,"4.65736297633178,-74.0781987458467","4.7648589,-74.060356",16.656,1.19777777777778
2019012751450,"4.74302916,-74.03708679","4.73952534,-74.01958182",3.3810000000000002,1.03611111111111
2019082347699,"4.63062739,-74.08838348","4.71348863,-74.13902169",12.567,0.22194444444444394
2019040816161,"4.6723745,-74.07215419","4.64188999,-74.14088854",12.715,0.434722222222222
2019062856380,"4.64806424,-74.15655338","4.6487097,-74.1066567",8.847000000000001,0.9822222222222221
2019073162323,"4.71821854,-74.06898193","4.68386798,-74.06605788",4.992,0.719722222222222
2019071631070,"4.6238018,-74.0815831","4.61746667,-74.14599942",10.031,2.09666666666667
2019071733217,"4.7596779,-74.0380573","4.66979194,-74.06719521",13.265,0.45972222222222203
2019081223181,"4.57873181,-74.12464061","4.7109886,-74.072092",18.617,2.6933333333333302
2019061732836,"4.76432217,-74.04212758","4.71679549,-74.06364303",8.281,2.03694444444444
2019030816213,"4.67072026,-74.1170205","4.56892134,-74.09819602",17.014,0.508611111111111
2019051019513,"4.5692114,-74.1217307","4.60218865,-74.08610856",7.8629999999999995,1.04416666666667
2019080918534,"4.61522927,-74.09057861","4.67731923,-74.09629103",9.65,1.51527777777778
2019062753647,"4.60910566,-74.1717459","4.66805738,-74.07233649",17.859,0.775555555555556
2019092550252,"4.63487148,-74.16433349","4.5925382,-74.1577599",6.013,0.524722222222222
2019072242905,"4.635886,-74.079038","4.71921379,-74.05495551",11.222000000000001,2.72694444444444
2019060202795,"4.65365897,-74.15816533","4.57587542,-74.15271943",12.312000000000001,1.35
2019090610906,"4.74988193,-74.05093617","4.74705261,-74.04524621",1.541,1.08194444444444
2019051529928,"4.587365,-74.0837782","4.7179902,-74.0542469",18.730999999999998,0.949444444444444
2019082039939,"4.69948263,-74.053994","4.66569881,-74.07258636",7.642,2.5
2019081020703,"4.60777686,-74.07469863","4.65628553,-74.07666449",6.622000000000001,1.35055555555556
2019112351036,"4.6834632,-74.0634674","4.7380574,-74.0449021",8.391,0.7961111111111109
2019061937874,"4.71578458,-74.11142572","4.67894621,-74.09692144",6.102,0.894444444444444
2019120407063,"4.63072875,-74.08356964","4.7109886,-74.072092",12.13,0.46972222222222204
2019040817626,"4.60249028229674,-74.0690678358078","4.7352897,-74.0600834",20.905,0.35861111111111105
2019103068570,"4.67951906,-74.05932116","4.70051379,-74.04571654",4.736000000000001,2.40277777777778
2019110714977,"4.70905311,-74.03508273","4.65442063,-74.07526788",10.704,0.506388888888889
2019070305400,"4.68176868,-74.06661568","4.67136882,-74.07790347",2.72,1.05666666666667
2019070713263,"4.7193143,-74.1285762","4.7337589,-74.0607005",12.448,1.52666666666667
2019081223533,"4.7367666,-74.06282289","4.760301,-74.064453",3.141,0.542222222222222
2019061223079,"4.69526293,-74.07363368","4.72523656,-74.0560841",5.565,0.34805555555555606
2019112758366,"4.68531467,-74.12618573","4.759983,-74.064646",16.144000000000002,1.20916666666667
C2019082405973,"4.7219749,-74.0612369","4.6852684,-74.0665393",5.501,1.46527777777778
2019083060465,"4.75674812695543,-74.0966203951065","4.6293278,-74.1099722",18.518,1.045
2019100305101,"4.70746173,-74.04861472","4.6946667,-74.0742333",4.604,0.6927777777777779
2019021017905,"4.58613903,-74.128656","4.58834521,-74.11462243",2.217,0.21472222222222198
2019080203050,"4.62044484,-74.06522526","4.60365186,-74.19573108",17.742,0.97
2019102352300,"4.59430364,-74.1334179","4.70099147,-74.09909188",16.666,1.44694444444444
2019110716426,"4.7153613,-74.063694","4.76802165,-74.04999501",9.208,0.686666666666667
2019110100847,"4.60529535,-74.06976944","4.59067239,-74.15959609",13.068,1.31277777777778
2019070202603,"4.70657466,-74.03079355","4.71247356,-74.05319913",5.626,2.37555555555556
2019010917533,"4.62557075,-74.12055453","4.67394924,-74.06438484",11.132,0.756944444444444
2019102557377,"4.7343737,-74.0621188","4.59847,-74.1004353",18.699,0.775277777777778
2019102148145,"4.76087583,-74.04508329","4.69580844,-74.1172106",18.753,0.646388888888889
2019091632197,"4.62463685,-74.12264579","4.7109886,-74.072092",12.456,2.09972222222222
2019111226708,"4.716101,-74.05777","4.6926556,-74.120181",10.452,0.538611111111111
2019121949180,"4.69391409,-74.06417674","4.67644836,-74.07294006",4.107,1.21527777777778
2019050203508,"4.62866949,-74.11549365","4.7109886,-74.072092",13.067,0.9094444444444441
2019072957577,"4.69635751,-74.0419345","4.60305907,-74.09255085",14.658,1.5708333333333302
2019070202473,"4.6571773,-74.057764","4.6747577,-74.0733387",3.366,2.28277777777778
2019072345806,"4.72091358,-74.03303194","4.7097828,-74.0774306",8.49,0.936944444444444
2019100818624,"4.72683185,-74.07088021","4.6955849,-74.0871239",6.004,1.3525
2019102556487,"4.61023112,-74.09030616","4.6870576,-74.0757037",12.817,2.24027777777778
2019060714239,"4.6232345,-74.1246561","4.60065945,-74.15789307",6.22,1.98527777777778
2019080508874,"4.69274956,-74.03543021","4.66612467,-74.06318375",5.941,1.77944444444444
2019092754961,"4.69635751,-74.0419345","4.66424143,-74.06618211",6.6979999999999995,0.758333333333333
2019092755167,"4.67045184,-74.05303825","4.7109886,-74.072092",7.019,0.679166666666667
2019091937718,"4.71476448,-74.05739156","4.74428174,-74.06503378",4.9430000000000005,1.74666666666667
2019090304226,"4.70012204621575,-74.0628865830163","4.7109886,-74.072092",2.891,0.501666666666667
2019032037923,"4.694708,-74.086188","4.70551489,-74.09332364",2.763,0.6894444444444441
2019051631719,"4.6819838,-74.04424111","4.67029859,-74.06884688",4.724,0.696666666666667
2019070305238,"4.68922091,-74.13109069","4.70002804,-74.05323708",15.322000000000001,1.07416666666667
2019111431622,"4.60317282,-74.09207547","4.69389216,-74.02575833",15.559000000000001,2.00666666666667
2019010406735,"4.6903839,-74.0696214","4.6218301,-74.0677413",10.102,0.7927777777777779
2019062142545,"4.59452188,-74.08237111","4.7109886,-74.072092",17.846,0.964444444444444
2019061937983,"4.72490291,-74.1210071","4.597838,-74.085122",20.222,0.965
2019071018646,"4.67346593,-74.10506374","4.7067989,-74.0543708",9.543,0.9152777777777779
2019112962583,"4.5912767,-74.0725273","4.60365186,-74.19573108",16.708,0.916944444444444
2019110307282,"4.68304566,-74.06105879","4.7109886,-74.072092",3.676,1.5183333333333302
2019082346820,"4.68084429,-74.03783448","4.63412031,-74.06514182",6.297999999999999,0.7002777777777779
2019053163476,"4.73957255,-74.0922596","4.59137077,-74.10658012",22.316,1.8261111111111101
2019022544671,"4.61914764,-74.07493045","4.6710198,-74.0695224",6.369,0.8105555555555559
2019082754870,"4.7159746,-74.03493488","4.65557312,-74.07297738",10.677,0.21055555555555605
2019062142628,"4.7109886,-74.072092","4.74156735,-74.03602377",8.355,0.725833333333333
2019073060514,"4.69014664,-74.05119763","4.72202884,-74.05770355",5.282,0.6438888888888891
2019071732978,"4.66512835,-74.04665063","4.70954526,-74.1051994",12.374,1.07277777777778
2019040815895,"4.61992557,-74.19553261","4.607705,-74.193385",3.302,0.487777777777778
